From	To	Species	Gene Name
410838	GB55431	Apis mellifera	ubiquitin-conjugating enzyme E2 R2(LOC410838)
725803	GB54502	Apis mellifera	slit homolog 1 protein-like(LOC725803)
408529	GB50090	Apis mellifera	adenosine deaminase acting on RNA(Adar)
724590	GB40186	Apis mellifera	uncharacterized LOC724590(LOC724590)
724594	GB52689	Apis mellifera	ADP-ribosylation factor-like protein 4C(LOC724594)
724593	GB43562	Apis mellifera	transcriptional regulator ATRX homolog(LOC724593)
724592	GB48002	Apis mellifera	calmodulin-binding transcription activator 2(LOC724592)
724591	GB48266	Apis mellifera	Hermansky-Pudlak syndrome 3 protein(LOC724591)
724596	GB50281	Apis mellifera	transducin beta-like protein 3(LOC724596)
724599	GB52346	Apis mellifera	chromodomain-helicase-DNA-binding protein 1(LOC724599)
552130	GB47970	Apis mellifera	alpha-aminoadipic semialdehyde synthase, mitochondrial(LOC552130)
413040	GB54467	Apis mellifera	probable G-protein coupled receptor 52(LOC413040)
552125	GB48156	Apis mellifera	ubiquinone biosynthesis protein COQ9, mitochondrial(LOC552125)
552124	GB55355	Apis mellifera	CD151 antigen(LOC552124)
552123	GB50589	Apis mellifera	DDRGK domain-containing protein 1(LOC552123)
552129	GB40319	Apis mellifera	uncharacterized LOC552129(LOC552129)
552128	GB48943	Apis mellifera	isocitrate dehydrogenase [NAD] subunit beta, mitochondrial(LOC552128)
552127	GB44595	Apis mellifera	endoribonuclease Dicer-1(Dcr-1)
413048	GB48066	Apis mellifera	bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2-like(LOC413048)
413047	GB48046	Apis mellifera	venom carboxylesterase-6-like(LOC413047)
413045	GB45445	Apis mellifera	bursicon subunit beta(Pburs)
413043	GB54485	Apis mellifera	UDP-glucuronosyltransferase 1-3-like(LOC413043)
724580	GB47248	Apis mellifera	uncharacterized LOC724580(LOC724580)
724587	GB47495	Apis mellifera	nucleotide exchange factor SIL1(LOC724587)
724585	GB40807	Apis mellifera	uncharacterized LOC724585(LOC724585)
552121	GB40705	Apis mellifera	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1(LOC552121)
413051	GB48048	Apis mellifera	uncharacterized protein F13E9.13, mitochondrial(LOC413051)
552115	GB45562	Apis mellifera	12 kDa FK506-binding protein(LOC552115)
413052	GB48061	Apis mellifera	uncharacterized LOC413052(LOC413052)
552114	GB50289	Apis mellifera	signal recognition particle 54 kDa protein(LOC552114)
552113	GB47608	Apis mellifera	long-chain fatty acid transport protein 4(LOC552113)
552112	GB46061	Apis mellifera	RNA-binding protein 28(LOC552112)
552118	GB44803	Apis mellifera	pyrimidodiazepine synthase(LOC552118)
552117	GB40760	Apis mellifera	syntaxin-5(LOC552117)
552116	GB54084	Apis mellifera	histone H3.3(LOC552116)
413055	GB48982	Apis mellifera	uncharacterized LOC413055(LOC413055)
413056	GB48980	Apis mellifera	uncharacterized LOC413056(LOC413056)
413053	GB43989	Apis mellifera	serine-threonine kinase receptor-associated protein(LOC413053)
413054	GB43935	Apis mellifera	myeloperoxidase(LOC413054)
552110	GB49328	Apis mellifera	uncharacterized LOC552110(LOC552110)
552104	GB42457	Apis mellifera	bifunctional coenzyme A synthase(LOC552104)
413063	GB41347	Apis mellifera	protein ECT2(LOC413063)
552103	GB48636	Apis mellifera	exosome complex component RRP46(LOC552103)
413060	GB50829	Apis mellifera	DNA-binding protein D-ETS-4(LOC413060)
552102	GB46785	Apis mellifera	proteasome assembly chaperone 1(LOC552102)
552101	GB55356	Apis mellifera	msx2-interacting protein-like(LOC552101)
552108	GB40206	Apis mellifera	adhesion G protein-coupled receptor A3(LOC552108)
552106	GB44520	Apis mellifera	uncharacterized LOC552106(LOC552106)
552105	GB43478	Apis mellifera	adrenodoxin-like protein, mitochondrial(LOC552105)
413068	GB51846	Apis mellifera	intraflagellar transport protein 46 homolog(LOC413068)
413069	GB51847	Apis mellifera	H(+)/Cl(-) exchange transporter 7(LOC413069)
552109	GB49495	Apis mellifera	cytosol aminopeptidase-like(LOC552109)
413064	GB40217	Apis mellifera	DNA replication licensing factor Mcm6(LOC413064)
413065	GB42519	Apis mellifera	transmembrane protein 164(LOC413065)
552100	GB51354	Apis mellifera	protein ovo(LOC552100)
413073	GB41424	Apis mellifera	JNK-interacting protein 3(LOC413073)
413074	GB41423	Apis mellifera	dosage compensation regulator(LOC413074)
413071	GB51219	Apis mellifera	eye-specific diacylglycerol kinase(LOC413071)
413078	GB50269	Apis mellifera	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase(LOC413078)
413076	GB41516	Apis mellifera	ecdysone-induced protein 78C(LOC413076)
409810	GB48596	Apis mellifera	anaphase-promoting complex subunit 4(LOC409810)
725880	GB48423	Apis mellifera	small nuclear ribonucleoprotein F(LOC725880)
725881	GB45476	Apis mellifera	uncharacterized LOC725881(LOC725881)
724550	GB43628	Apis mellifera	iduronate 2-sulfatase(LOC724550)
409814	GB51751	Apis mellifera	beta-glucuronidase(LOC409814)
724554	GB55392	Apis mellifera	protein THEM6-like(LOC724554)
725886	GB52640	Apis mellifera	F-box/LRR-repeat protein 2-like(LOC725886)
552173	GB42645	Apis mellifera	kinesin B(LOC552173)
724553	GB43379	Apis mellifera	membrane-bound transcription factor site-2 protease(LOC724553)
725887	GB45084	Apis mellifera	exportin-4-like(LOC725887)
552172	GB48157	Apis mellifera	G patch domain-containing protein 1 homolog(LOC552172)
724552	GB54396	Apis mellifera	elongation of very long chain fatty acids protein AAEL008004-like(LOC724552)
552171	GB49574	Apis mellifera	uncharacterized LOC552171(LOC552171)
724551	GB49945	Apis mellifera	BRCA1-associated RING domain protein 1-like(LOC724551)
725889	GB46194	Apis mellifera	uncharacterized LOC725889(LOC725889)
552170	GB40596	Apis mellifera	ubiquitin-like protein 7(LOC552170)
724558	GB47029	Apis mellifera	uncharacterized LOC724558(LOC724558)
725882	GB44777	Apis mellifera	uncharacterized LOC725882(LOC725882)
552177	GB40348	Apis mellifera	uncharacterized LOC552177(LOC552177)
724557	GB53818	Apis mellifera	plant intracellular Ras-group-related LRR protein 7-like(LOC724557)
725883	GB12060	Apis mellifera	guanine nucleotide-binding protein subunit gamma-1(LOC725883)
724556	GB46310	Apis mellifera	cuticular protein 17(CPR17)
725884	GB50356	Apis mellifera	60S acidic ribosomal protein P2(LOC725884)
552175	GB52255	Apis mellifera	mitochondrial-processing peptidase subunit alpha(LOC552175)
725885	GB52133	Apis mellifera	Krueppel-like factor 6(LOC725885)
552169	GB51066	Apis mellifera	DNA repair and recombination protein RAD54B-like(LOC552169)
724548	GB49921	Apis mellifera	integrin alpha-PS2(LOC724548)
552167	GB42230	Apis mellifera	IWS1-like protein(LOC552167)
725879	GB45366	Apis mellifera	uncharacterized LOC725879(LOC725879)
409807	GB40754	Apis mellifera	arginine kinase-like(LOC409807)
413005	GB54474	Apis mellifera	protein NDRG3(LOC413005)
409806	GB46245	Apis mellifera	integrator complex subunit 12(LOC409806)
413002	GB52600	Apis mellifera	uncharacterized LOC413002(LOC413002)
409805	GB42792	Apis mellifera	uncharacterized LOC409805(LOC409805)
413000	GB46422	Apis mellifera	proton-coupled amino acid transporter 1(LOC413000)
413001	GB44615	Apis mellifera	extended synaptotagmin-like protein 2(LOC413001)
409809	GB48536	Apis mellifera	T-complex protein 1 subunit beta(LOC409809)
725870	GB54551	Apis mellifera	slit homolog 3 protein-like(LOC725870)
409804	GB42708	Apis mellifera	serine/threonine-protein phosphatase PP1-beta catalytic subunit(LOC409804)
409802	GB53799	Apis mellifera	proteasome subunit alpha type-2(LOC409802)
413006	GB43863	Apis mellifera	leucine-rich repeat flightless-interacting protein 2(LOC413006)
692346	GB52244	Apis mellifera	telomerase reverse transcriptase(Tert)
409801	GB53798	Apis mellifera	esterase E4-like(LOC409801)
724543	GB48791	Apis mellifera	cytochrome c, testis-specific-like(LOC724543)
552162	GB50338	Apis mellifera	SH3 domain-binding protein 5 homolog(LOC552162)
724542	GB42945	Apis mellifera	U3 small nucleolar RNA-associated protein 4 homolog(LOC724542)
552161	GB40892	Apis mellifera	mediator of RNA polymerase II transcription subunit 9(LOC552161)
724541	GB42296	Apis mellifera	peroxidase(LOC724541)
725877	GB48799	Apis mellifera	beta carbonic anhydrase 1(LOC725877)
724540	GB12181	Apis mellifera	probable galactose-1-phosphate uridylyltransferase(LOC724540)
725878	GB49515	Apis mellifera	protein held out wings(LOC725878)
725871	GB43844	Apis mellifera	ARL14 effector protein(LOC725871)
552166	GB46512	Apis mellifera	AFG3-like protein 2(LOC552166)
724546	GB51995	Apis mellifera	sodium-coupled monocarboxylate transporter 1-like(LOC724546)
724545	GB43217	Apis mellifera	uncharacterized LOC724545(LOC724545)
552163	GB47666	Apis mellifera	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase(LOC552163)
552159	GB45449	Apis mellifera	protein LZIC-like(LOC552159)
724539	GB47398	Apis mellifera	probable serine/threonine-protein kinase irlB(LOC724539)
724538	GB45825	Apis mellifera	probable ATP-dependent RNA helicase DDX52(LOC724538)
552157	GB47971	Apis mellifera	protein msta-like(LOC552157)
724537	GB47732	Apis mellifera	ubiquitin carboxyl-terminal hydrolase 36(LOC724537)
552156	GB40205	Apis mellifera	DNA-directed RNA polymerase II subunit RPB2(LOC552156)
413014	GB45731	Apis mellifera	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5(LOC413014)
413011	GB45738	Apis mellifera	serine--tRNA ligase, cytoplasmic(LOC413011)
413012	GB45735	Apis mellifera	EH domain-containing protein 3(LOC413012)
724571	GB43817	Apis mellifera	atrial natriuretic peptide receptor 1(LOC724571)
413018	GB40014	Apis mellifera	exportin-1(LOC413018)
552151	GB43868	Apis mellifera	dnaJ homolog subfamily C member 1-like(LOC552151)
552150	GB48126	Apis mellifera	uncharacterized LOC552150(LOC552150)
552155	GB54681	Apis mellifera	U6 snRNA-associated Sm-like protein LSm8(LOC552155)
552154	GB52656	Apis mellifera	uncharacterized LOC552154(LOC552154)
724578	GB53189	Apis mellifera	synaptic vesicle 2-related protein(LOC724578)
552153	GB48944	Apis mellifera	vesicle transport protein SEC20(LOC552153)
552152	GB48293	Apis mellifera	28S ribosomal protein S24, mitochondrial(LOC552152)
552148	GB51913	Apis mellifera	thymidylate kinase(LOC552148)
552147	GB55804	Apis mellifera	kelch domain-containing protein 10 homolog(LOC552147)
552146	GB48278	Apis mellifera	transcription factor Sp9-like(LOC552146)
552145	GB45013	Apis mellifera	repressor of RNA polymerase III transcription MAF1 homolog(LOC552145)
552149	GB41240	Apis mellifera	aquaporin AQPAn.G-like(LOC552149)
413024	GB44810	Apis mellifera	carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like(LOC413024)
413025	GB44808	Apis mellifera	peroxidasin(LOC413025)
413023	GB43390	Apis mellifera	transmembrane protein 39A(LOC413023)
413020	GB46673	Apis mellifera	two pore potassium channel protein sup-9(LOC413020)
413021	GB46795	Apis mellifera	papilin(LOC413021)
725890	GB50137	Apis mellifera	kinesin F(LOC725890)
725891	GB50845	Apis mellifera	synaptotagmin 12(LOC725891)
725892	GB49780	Apis mellifera	transforming growth factor-beta-induced protein ig-h3-like(LOC725892)
724561	GB52325	Apis mellifera	DC-STAMP domain-containing protein 1-like(LOC724561)
724560	GB52308	Apis mellifera	fatty acyl-CoA reductase 1-like(LOC724560)
413029	GB40480	Apis mellifera	serine/threonine-protein kinase OSR1-like(LOC413029)
724565	GB41097	Apis mellifera	trypsin-7(LOC724565)
725897	GB44069	Apis mellifera	syntaxin-16(LOC725897)
552140	GB44721	Apis mellifera	cleavage and polyadenylation specificity factor subunit 5(LOC552140)
724564	GB41295	Apis mellifera	dehydrodolichyl diphosphate syntase complex subunit Nus1(LOC724564)
725898	GB48645	Apis mellifera	HSPB1-associated protein 1-like(LOC725898)
724563	GB42062	Apis mellifera	uncharacterized LOC724563(LOC724563)
725899	GB45673	Apis mellifera	alpha-N-acetylgalactosaminidase(LOC725899)
724569	GB48161	Apis mellifera	mucin-5AC(LOC724569)
725893	GB55426	Apis mellifera	uncharacterized LOC725893(LOC725893)
552144	GB48380	Apis mellifera	major facilitator superfamily domain-containing protein 8(LOC552144)
724568	GB42487	Apis mellifera	calpain-C(LOC724568)
725894	GB15216	Apis mellifera	protein rhomboid(LOC725894)
552143	GB50981	Apis mellifera	enoyl-CoA delta isomerase 3, peroxisomal-like(LOC552143)
724567	GB40983	Apis mellifera	methylosome protein 50(LOC724567)
725895	GB49187	Apis mellifera	multiple EGF-like-domains 8(LOC725895)
552142	GB51611	Apis mellifera	latrophilin Cirl-like(LOC552142)
725896	GB55906	Apis mellifera	nucleoporin p58/p45(LOC725896)
552141	GB42231	Apis mellifera	beta-1,4-N-acetylgalactosaminyltransferase bre-4(LOC552141)
413030	GB42775	Apis mellifera	transmembrane protein 189(LOC413030)
724559	GB41252	Apis mellifera	cell cycle checkpoint protein RAD17(LOC724559)
552134	GB54607	Apis mellifera	riboflavin kinase(LOC552134)
552139	GB51917	Apis mellifera	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like(LOC552139)
552138	GB55933	Apis mellifera	Mig-2-like GTPase Mtl(LOC552138)
413036	GB49432	Apis mellifera	vacuolar protein sorting-associated protein 13B(LOC413036)
413034	GB49505	Apis mellifera	rho-related BTB domain-containing protein 1(LOC413034)
413032	GB49438	Apis mellifera	tankyrase(LOC413032)
100576881	GB52405	Apis mellifera	uncharacterized LOC100576881(LOC100576881)
100576882	GB50954	Apis mellifera	uncharacterized LOC100576882(LOC100576882)
406068	GB52910	Apis mellifera	octopamine receptor(Oa1)
406065	GB47934	Apis mellifera	worker-enriched antennal transcript(Wat)
406067	GB55214	Apis mellifera	major royal jelly protein 8(Mrjp8)
406066	GB53755	Apis mellifera	juvenile hormone esterase(Jhe)
100576886	GB52528	Apis mellifera	uncharacterized LOC100576886(LOC100576886)
102654510	GB45836	Apis mellifera	blown fuse(blow)
100576891	GB50058	Apis mellifera	uncharacterized LOC100576891(LOC100576891)
100576898	GB53069	Apis mellifera	esterase GA18864(LOC100576898)
100576896	GB52248	Apis mellifera	uncharacterized LOC100576896(LOC100576896)
100576894	GB44191	Apis mellifera	laminin subunit beta-2-like(LOC100576894)
100576895	GB53524	Apis mellifera	putative fatty acyl-CoA reductase CG5065(LOC100576895)
725900	GB40390	Apis mellifera	mitochondrial sodium/hydrogen exchanger 9B2-like(LOC725900)
408699	GB52360	Apis mellifera	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A(LOC408699)
408697	GB52432	Apis mellifera	KN motif and ankyrin repeat domain-containing protein 3-like(LOC408697)
408691	GB49812	Apis mellifera	RING-box protein 1A(LOC408691)
408690	GB49809	Apis mellifera	calmodulin-like(LOC408690)
408695	GB52467	Apis mellifera	uncharacterized LOC408695(LOC408695)
408696	GB52466	Apis mellifera	uncharacterized LOC408696(LOC408696)
408693	GB52469	Apis mellifera	epidermal growth factor receptor kinase substrate 8-like(LOC408693)
408694	GB52427	Apis mellifera	plastin-2(LOC408694)
406094	GB52324	Apis mellifera	chemosensory protein 3(CSP3)
406093	GB53576	Apis mellifera	apisimin(LOC406093)
406096	GB50043	Apis mellifera	type I inositol 1,4,5-trisphosphate 5-phosphatase(LOC406096)
406095	GB48510	Apis mellifera	serine protease 34(SP34)
406098	GB42024	Apis mellifera	translation initiation factor 2(IF-2mt)
406097	GB47201	Apis mellifera	integrin beta-PS(LOC406097)
406099	GB47227	Apis mellifera	ribosomal protein L32(RpL32)
406090	GB55205	Apis mellifera	major royal jelly protein 1(Mrjp1)
100216489	GB40094	Apis mellifera	ecdysis triggering hormone(Eth)
406092	GB49908	Apis mellifera	cGMP-dependent protein kinase foraging(For)
406091	GB55212	Apis mellifera	major royal jelly protein 2(Mrjp2)
406083	GB49248	Apis mellifera	tachykinin(Tk)
406082	GB40923	Apis mellifera	nicotinic acetylcholine receptor alpha8 subunit(nAChRa8)
406084	GB48059	Apis mellifera	ecdysone receptor(Ecr)
406086	GB44031	Apis mellifera	dorsal(Dl)
406088	GB49544	Apis mellifera	vitellogenin(Vg)
406081	GB44549	Apis mellifera	glucose oxidase(LOC406081)
406080	GB40732	Apis mellifera	polycomblike(Pcl)
406079	GB46886	Apis mellifera	NMDA receptor 1(Nmdar1)
406072	GB47876	Apis mellifera	hyperpolarization-activated ion channel(Amih)
406071	GB54918	Apis mellifera	GABA neurotransmitter transporter-1A(Gat-a)
406074	GB47022	Apis mellifera	complementary sex determiner(Csd)
406073	GB55032	Apis mellifera	homeobox protein prospero(LOC406073)
406076	GB46031	Apis mellifera	vacuolar H+ ATP synthase 16 kDa proteolipid subunit(Vha16)
406075	GB42422	Apis mellifera	ADP/ATP translocase(Ant)
406078	GB50226	Apis mellifera	transferrin 1(Tsf1)
406077	GB51292	Apis mellifera	homeotic protein antennapedia(Antp)
409976	GB43103	Apis mellifera	transmembrane emp24 domain-containing protein 5(LOC409976)
410965	GB46870	Apis mellifera	RUS1 family protein C16orf58 homolog(LOC410965)
410964	GB46945	Apis mellifera	RWD domain-containing protein 4(LOC410964)
408645	GB49273	Apis mellifera	glutamate receptor, ionotropic, kainate 2(LOC408645)
410967	GB49098	Apis mellifera	ABC transporter G family member 22(LOC410967)
408642	GB54999	Apis mellifera	NAD kinase 2, mitochondrial-like(LOC408642)
408643	GB55016	Apis mellifera	uncharacterized LOC408643(LOC408643)
410961	GB46892	Apis mellifera	mitoguardin(LOC410961)
408648	GB55522	Apis mellifera	RING finger protein 11(LOC408648)
409979	GB41342	Apis mellifera	DNA replication licensing factor Mcm7(LOC409979)
410960	GB55746	Apis mellifera	myosin-IB(LOC410960)
408649	GB55527	Apis mellifera	uncharacterized LOC408649(LOC408649)
409978	GB43147	Apis mellifera	proteasome subunit beta type-2-like(LOC409978)
408646	GB49280	Apis mellifera	monocarboxylate transporter 12-like(LOC408646)
409977	GB42960	Apis mellifera	uncharacterized LOC409977(LOC409977)
724631	GB49220	Apis mellifera	60S ribosomal protein L29(LOC724631)
725963	GB47819	Apis mellifera	golgin subfamily A member 6-like protein 22(LOC725963)
724630	GB52587	Apis mellifera	transmembrane protein 230(LOC724630)
725964	GB52144	Apis mellifera	uncharacterized LOC725964(LOC725964)
725965	GB55724	Apis mellifera	B-cell lymphoma 6 protein homolog(LOC725965)
725966	GB48098	Apis mellifera	fork head domain-containing protein crocodile(LOC725966)
409972	GB42372	Apis mellifera	uncharacterized LOC409972(LOC409972)
410969	GB49101	Apis mellifera	ras-related protein Rab-9A(LOC410969)
724635	GB46501	Apis mellifera	tRNA:m(4)X modification enzyme TRM13 homolog(LOC724635)
410968	GB49096	Apis mellifera	ribonuclease 3(LOC410968)
724634	GB40808	Apis mellifera	golgin subfamily B member 1(LOC724634)
725960	GB53748	Apis mellifera	neurofilament heavy polypeptide(LOC725960)
408641	GB54997	Apis mellifera	uncharacterized LOC408641(LOC408641)
409970	GB49726	Apis mellifera	thrombospondin type-1 domain-containing protein 4-like(LOC409970)
725961	GB16725	Apis mellifera	coiled-coil domain-containing protein 58(LOC725961)
725962	GB44026	Apis mellifera	EF-hand calcium-binding domain-containing protein 11-like(LOC725962)
724628	GB51484	Apis mellifera	protein mago nashi homolog(LOC724628)
724626	GB50946	Apis mellifera	uncharacterized LOC724626(LOC724626)
724625	GB46503	Apis mellifera	DNA-directed RNA polymerases I, II, and III subunit RPABC5(LOC724625)
725957	GB55373	Apis mellifera	Krueppel homolog 2(LOC725957)
725958	GB55594	Apis mellifera	mucosa-associated lymphoid tissue lymphoma translocation protein 1-like(LOC725958)
725959	GB55843	Apis mellifera	serine/arginine repetitive matrix protein 2(LOC725959)
410970	GB49126	Apis mellifera	rab GTPase-activating protein 1-like(LOC410970)
409965	GB53657	Apis mellifera	cyclin-dependent kinase 12(LOC409965)
410976	GB51901	Apis mellifera	nose resistant to fluoxetine protein 6(LOC410976)
408633	GB54984	Apis mellifera	chromatin complexes subunit BAP18(LOC408633)
410975	GB49054	Apis mellifera	uncharacterized LOC410975(LOC410975)
408634	GB54985	Apis mellifera	major facilitator superfamily domain-containing protein 1-like(LOC408634)
409963	GB40168	Apis mellifera	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase(LOC409963)
408631	GB53963	Apis mellifera	patronin(LOC408631)
409962	GB12811	Apis mellifera	glycine-rich cell wall structural protein 2(LOC409962)
408632	GB53960	Apis mellifera	spliceosome-associated protein CWC15 homolog(LOC408632)
409969	GB40479	Apis mellifera	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like(LOC409969)
410972	GB49132	Apis mellifera	nuclear pore complex protein Nup54(LOC410972)
409968	GB53690	Apis mellifera	protein transport protein Sec31A(LOC409968)
408635	GB54937	Apis mellifera	BTB/POZ domain-containing protein 1-like(LOC408635)
409966	GB48960	Apis mellifera	dexamethasone-induced Ras-related protein 1(LOC409966)
410973	GB14502	Apis mellifera	mediator of RNA polymerase II transcription subunit 22(LOC410973)
724620	GB44747	Apis mellifera	inner nuclear membrane protein Man1(LOC724620)
725952	GB44973	Apis mellifera	uncharacterized LOC725952(LOC725952)
725954	GB50100	Apis mellifera	copper homeostasis protein cutC homolog(LOC725954)
409961	GB40057	Apis mellifera	heterogeneous nuclear ribonucleoprotein 27C(LOC409961)
724624	GB47902	Apis mellifera	endocuticle structural glycoprotein SgAbd-1(LOC724624)
410979	GB53009	Apis mellifera	gamma-aminobutyric acid type B receptor subunit 1(LOC410979)
724622	GB49419	Apis mellifera	DNA-binding protein RFX7(LOC724622)
725950	GB51133	Apis mellifera	PHD finger protein 20(LOC725950)
725951	GB45102	Apis mellifera	crossover junction endonuclease MUS81(LOC725951)
724617	GB44283	Apis mellifera	PP2C-like domain-containing protein CG9801(LOC724617)
725949	GB52627	Apis mellifera	protein pigeon(LOC725949)
724616	GB42889	Apis mellifera	neprilysin-2(LOC724616)
725945	GB40749	Apis mellifera	zinc finger protein 555-like(LOC725945)
725946	GB47468	Apis mellifera	integrin alpha-9(LOC725946)
724619	GB51444	Apis mellifera	multiple inositol polyphosphate phosphatase 1(LOC724619)
725947	GB51579	Apis mellifera	U6 snRNA-associated Sm-like protein LSm6(LOC725947)
724618	GB55287	Apis mellifera	cysteine-rich motor neuron 1 protein(LOC724618)
725948	GB54583	Apis mellifera	H/ACA ribonucleoprotein complex non-core subunit NAF1(LOC725948)
409959	GB40222	Apis mellifera	cyclin-dependent kinase 2(LOC409959)
410980	GB53011	Apis mellifera	polyphosphoinositide phosphatase(LOC410980)
409954	GB40232	Apis mellifera	peroxiredoxin 1(LOC409954)
410987	GB52979	Apis mellifera	uncharacterized LOC410987(LOC410987)
408622	GB48022	Apis mellifera	protein henna(LOC408622)
409953	GB54341	Apis mellifera	RNA-binding protein 33-like(LOC409953)
410986	GB53041	Apis mellifera	dorsal-ventral patterning tolloid-like protein 1(LOC410986)
408623	GB50373	Apis mellifera	endophilin-A(LOC408623)
409952	GB54348	Apis mellifera	uncharacterized LOC409952(LOC409952)
410989	GB44079	Apis mellifera	menin(LOC410989)
408620	GB53208	Apis mellifera	RNA-binding protein 42(LOC408620)
409951	GB54344	Apis mellifera	39S ribosomal protein L20, mitochondrial(LOC409951)
725980	GB45496	Apis mellifera	28S ribosomal protein S36, mitochondrial(LOC725980)
408621	GB53222	Apis mellifera	ER membrane protein complex subunit 7(LOC408621)
408626	GB42161	Apis mellifera	poly(A)-specific ribonuclease PARN-like(LOC408626)
409957	GB40794	Apis mellifera	synaptotagmin 4(LOC409957)
410982	GB53014	Apis mellifera	protein croquemort(LOC410982)
410985	GB53020	Apis mellifera	palmitoyltransferase ZDHHC23(LOC410985)
408624	GB50359	Apis mellifera	UHRF1-binding protein 1(LOC408624)
409955	GB40208	Apis mellifera	WD40 repeat-containing protein SMU1(LOC409955)
408625	GB47687	Apis mellifera	leucine-rich repeat serine/threonine-protein kinase 1(LOC408625)
724653	GB44170	Apis mellifera	intraflagellar transport protein 43 homolog(LOC724653)
724652	GB47041	Apis mellifera	uncharacterized LOC724652(LOC724652)
724651	GB53815	Apis mellifera	amphoterin-induced protein 2-like(LOC724651)
725987	GB47082	Apis mellifera	DALR anticodon-binding domain-containing protein 3-like(LOC725987)
725988	GB50570	Apis mellifera	uncharacterized LOC725988(LOC725988)
409950	GB50700	Apis mellifera	fibrillin-1-like(LOC409950)
724656	GB41444	Apis mellifera	RNA cytidine acetyltransferase(LOC724656)
725982	GB48031	Apis mellifera	vacuolar protein sorting-associated protein 54(LOC725982)
724655	GB41094	Apis mellifera	transmembrane and TPR repeat-containing protein 3-like(LOC724655)
725983	GB54582	Apis mellifera	putative ATP-dependent RNA helicase DHX57(LOC725983)
724654	GB41361	Apis mellifera	cytochrome b5-like(LOC724654)
725984	GB45283	Apis mellifera	uncharacterized LOC725984(LOC725984)
724649	GB46311	Apis mellifera	cuticular protein 21(CPR21)
724648	GB55354	Apis mellifera	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase(LOC724648)
724647	GB54450	Apis mellifera	uncharacterized LOC724647(LOC724647)
410990	GB44130	Apis mellifera	nucleolar protein 9(LOC410990)
408619	GB53220	Apis mellifera	ubiquitin carboxyl-terminal hydrolase 3-like(LOC408619)
409949	GB52992	Apis mellifera	agrin(LOC409949)
410992	GB44131	Apis mellifera	ubiquitin-conjugating enzyme E2 C(LOC410992)
409948	GB54653	Apis mellifera	U1 small nuclear ribonucleoprotein A(Snf)
408618	GB52266	Apis mellifera	furin-like protease 2(LOC408618)
409943	GB43168	Apis mellifera	inositol 1,4,5-triphosphate kinase(Ip3k)
410998	GB44072	Apis mellifera	E3 ubiquitin-protein ligase TRIM9(LOC410998)
408611	GB51822	Apis mellifera	Sip1/TFIP11 interacting protein(Stip)
409942	GB45300	Apis mellifera	interference hedgehog-like(LOC409942)
410997	GB44073	Apis mellifera	organic cation transporter 1-like(LOC410997)
409941	GB45297	Apis mellifera	zinc finger FYVE domain-containing protein 1-like(LOC409941)
409940	GB42139	Apis mellifera	ring finger and WD repeat domain 3(Rfwd3)
410999	GB44138	Apis mellifera	L-2-hydroxyglutarate dehydrogenase, mitochondrial(LOC410999)
410994	GB44134	Apis mellifera	tubulin beta chain-like(LOC410994)
408615	GB54831	Apis mellifera	nuclear transcription factor Y subunit gamma(LOC408615)
409946	GB45354	Apis mellifera	V-type proton ATPase subunit d(LOC409946)
410993	GB44132	Apis mellifera	valacyclovir hydrolase(LOC410993)
408616	GB54841	Apis mellifera	transcriptional enhancer factor TEF-1(LOC408616)
409945	GB52729	Apis mellifera	aspartate--tRNA ligase, cytoplasmic(LOC409945)
410996	GB44074	Apis mellifera	tubulin beta chain(LOC410996)
408613	GB54827	Apis mellifera	synaptotagmin 1(Syt1)
408614	GB54829	Apis mellifera	uncharacterized LOC408614(LOC408614)
724642	GB49376	Apis mellifera	F-box/LRR-repeat protein 3-like(LOC724642)
725974	GB55974	Apis mellifera	calcium uniporter protein, mitochondrial(LOC725974)
724640	GB52331	Apis mellifera	nuclear receptor subfamily 1 group D member 2(LOC724640)
725976	GB48924	Apis mellifera	46 kDa FK506-binding nuclear protein(LOC725976)
725977	GB51132	Apis mellifera	protein SYS1 homolog(LOC725977)
724646	GB43561	Apis mellifera	uncharacterized LOC724646(LOC724646)
725970	GB53305	Apis mellifera	protein still life, isoform SIF type 1-like(LOC725970)
724645	GB49897	Apis mellifera	uncharacterized LOC724645(LOC724645)
724644	GB53860	Apis mellifera	uncharacterized LOC724644(LOC724644)
724643	GB14288	Apis mellifera	borealin(LOC724643)
725973	GB51420	Apis mellifera	uncharacterized LOC725973(LOC725973)
724639	GB54914	Apis mellifera	myeloma-overexpressed gene 2 protein homolog(LOC724639)
724638	GB51625	Apis mellifera	H/ACA ribonucleoprotein complex subunit 3(LOC724638)
