amel.gene,dmel.gene
413185,FBgn0033710
726605,FBgn0033716
100578040,FBgn0266111
726995,FBgn0033731
552015,FBgn0033734
551986,FBgn0033735
410972,FBgn0033737
100576355,FBgn0050044
409593,FBgn0033752
413730,FBgn0033753
410676,FBgn0033754
413069,FBgn0033755
552076,FBgn0028683
409494,FBgn0033761
410816,FBgn0033762
552073,FBgn0033763
412276,FBgn0033769
409783,FBgn0261545
494522,FBgn0033773
552628,FBgn0026741
408303,FBgn0025692
412550,FBgn0033783
726980,FBgn0265185
408278,FBgn0033791
551079,FBgn0033793
725288,FBgn0033794
724996,FBgn0033810
727257,FBgn0033812
409491,FBgn0033813
725287,FBgn0033814
113218580,FBgn0033816
410659,FBgn0086757
551305,FBgn0033842
552795,FBgn0033844
724687,FBgn0033845
551769,FBgn0014877
551254,FBgn0027581
412159,FBgn0033859
726725,FBgn0033869
408841,FBgn0261041
552402,FBgn0033876
410144,FBgn0086356
409394,FBgn0263697
411662,FBgn0033883
551842,FBgn0033884
411376,FBgn0033887
409871,FBgn0033890
100576544,FBgn0033891
726461,FBgn0040752
550940,FBgn0086895
413023,FBgn0033899
725909,FBgn0033900
551457,FBgn0033901
409842,FBgn0033902
102655263,FBgn0033903
551678,FBgn0033906
408677,FBgn0050069
409089,FBgn0033911
552272,FBgn0033912
413438,FBgn0261276
726482,FBgn0033916
552157,FBgn0033917
409991,FBgn0033918
411365,FBgn0027538
410555,FBgn0261269
100577228,FBgn0033921
409622,FBgn0033924
725123,FBgn0033926
413829,FBgn0033932
724509,FBgn0033935
102654369,FBgn0033936
102653759,FBgn0033948
410613,FBgn0033958
725315,FBgn0033961
100577610,FBgn0266723
412008,FBgn0020767
410694,FBgn0001319
412832,FBgn0027783
551415,FBgn0033972
726067,FBgn0033973
725343,FBgn0033983
410256,FBgn0033984
726648,FBgn0033985
552162,FBgn0033988
552510,FBgn0033994
551156,FBgn0033995
411145,FBgn0033996
725587,FBgn0034000
724790,FBgn0034001
411059,FBgn0034002
726034,FBgn0034008
411753,FBgn0034009
413558,FBgn0034012
408264,FBgn0034013
726829,FBgn0263980
725239,FBgn0034022
100577094,FBgn0050467
411974,FBgn0034029
724464,FBgn0034030
412751,FBgn0034032
724786,FBgn0034033
413435,FBgn0034035
726602,FBgn0266708
100578332,FBgn0050089
408456,FBgn0034045
725501,FBgn0034046
726649,FBgn0034050
100577883,FBgn0034053
413240,FBgn0034057
410889,FBgn0034058
725316,FBgn0034059
100578433,FBgn0034060
551106,FBgn0034061
408621,FBgn0034066
413128,FBgn0034067
409782,FBgn0034070
100577927,FBgn0034073
727622,FBgn0001124
411167,FBgn0027091
726128,FBgn0034083
413184,FBgn0034084
107966055,FBgn0034086
552519,FBgn0034087
551712,FBgn0265178
412430,FBgn0034093
726566,FBgn0034095
726528,FBgn0034096
550966,FBgn0034109
409734,FBgn0034118
727320,FBgn0262560
724234,FBgn0034141
725187,FBgn0034142
551233,FBgn0034145
410278,FBgn0024315
413837,FBgn0267002
409176,FBgn0034157
412509,FBgn0025830
409663,FBgn0034162
411609,FBgn0034166
100576805,FBgn0025833
102655521,FBgn0034168
551466,FBgn0034176
551476,FBgn0034177
412478,FBgn0026402
408669,FBgn0034184
726568,FBgn0034186
724652,FBgn0050460
551537,FBgn0034191
551929,FBgn0050101
413250,FBgn0034214
552740,FBgn0034215
552824,FBgn0025716
724792,FBgn0034223
413293,FBgn0034231
551413,FBgn0034232
100578105,FBgn0263113
726096,FBgn0034242
725378,FBgn0034243
726777,FBgn0034245
413855,FBgn0034249
551690,FBgn0029079
552048,FBgn0034253
413550,FBgn0050106
551184,FBgn0034258
413762,FBgn0034259
100578716,FBgn0034262
413275,FBgn0027872
551450,FBgn0034264
410297,FBgn0034265
725318,FBgn0034267
413643,FBgn0034270
725781,FBgn0034271
551711,FBgn0003545
724952,FBgn0034275
552757,FBgn0027572
412045,FBgn0034277
726695,FBgn0034279
551531,FBgn0028744
725634,FBgn0015522
100577488,FBgn0085415
552148,FBgn0034299
727236,FBgn0034300
100576504,FBgn0034301
410589,FBgn0284221
102654379,FBgn0062440
412451,FBgn0034304
413547,FBgn0000057
413531,FBgn0034307
551889,FBgn0034308
408625,FBgn0034310
408578,FBgn0034315
726199,FBgn0034345
409860,FBgn0034346
724446,FBgn0034350
100577673,FBgn0034351
100577358,FBgn0034352
409142,FBgn0262476
412843,FBgn0034356
411209,FBgn0085419
413248,FBgn0050115
725247,FBgn0034360
726527,FBgn0034362
726371,FBgn0034364
726637,FBgn0034366
412036,FBgn0266671
412460,FBgn0000566
550701,FBgn0034368
552845,FBgn0034380
724569,FBgn0034391
551863,FBgn0034392
412544,FBgn0034400
413796,FBgn0034401
551191,FBgn0034402
410541,FBgn0267351
411927,FBgn0034419
724435,FBgn0034422
726496,FBgn0034430
726947,FBgn0086358
412025,FBgn0034432
551100,FBgn0034433
726493,FBgn0034435
411731,FBgn0034438
410936,FBgn0034442
724770,FBgn0034447
726139,FBgn0034451
408662,FBgn0034452
410208,FBgn0261456
552767,FBgn0034454
411391,FBgn0034455
107966087,FBgn0034463
412056,FBgn0034479
412759,FBgn0034481
552431,FBgn0034484
724557,FBgn0034485
412641,FBgn0034487
552738,FBgn0034488
552293,FBgn0034490
413556,FBgn0034494
725013,FBgn0034495
413517,FBgn0034497
412944,FBgn0034498
409595,FBgn0034501
726451,FBgn0034517
102654608,FBgn0034520
410601,FBgn0034532
724288,FBgn0250850
726492,FBgn0034534
102654681,FBgn0034535
408575,FBgn0034537
724899,FBgn0034539
413692,FBgn0034542
102655138,FBgn0034546
102655034,FBgn0034558
726898,FBgn0034560
725947,FBgn0034564
552070,FBgn0034566
412635,FBgn0034567
413578,FBgn0034572
410595,FBgn0034573
552486,FBgn0034577
726480,FBgn0034579
413705,FBgn0034580
412543,FBgn0034583
726432,FBgn0034585
411958,FBgn0085425
410083,FBgn0034590
552815,FBgn0026582
412398,FBgn0050389
552260,FBgn0261067
100578976,FBgn0034602
107965199,FBgn0034605
102655479,FBgn0034606
410533,FBgn0050392
411076,FBgn0034614
552798,FBgn0050394
552462,FBgn0034626
100577689,FBgn0034631
411214,FBgn0034636
724921,FBgn0034639
412676,FBgn0034641
725797,FBgn0034645
409169,FBgn0034646
100578156,FBgn0034647
100576571,FBgn0034650
100576454,FBgn0050263
551960,FBgn0034654
724651,FBgn0085397
100578207,FBgn0085398
551699,FBgn0034674
411552,FBgn0067102
551469,FBgn0034692
412386,FBgn0034694
551520,FBgn0034697
410475,FBgn0034703
413363,FBgn0034704
551212,FBgn0034707
409650,FBgn0034716
725696,FBgn0034722
725835,FBgn0034726
725183,FBgn0034729
725665,FBgn0034733
100577763,FBgn0034734
410941,FBgn0034735
412897,FBgn0260866
726439,FBgn0034743
411073,FBgn0034745
411649,FBgn0034748
100577575,FBgn0026261
409350,FBgn0034750
408799,FBgn0261596
725688,FBgn0050269
724913,FBgn0034763
725334,FBgn0050259
551249,FBgn0259179
726567,FBgn0034786
409695,FBgn0034788
724991,FBgn0034789
552372,FBgn0034791
552755,FBgn0267823
412332,FBgn0034795
725076,FBgn0034802
408531,FBgn0034803
725260,FBgn0034808
552397,FBgn0261705
552113,FBgn0265187
412545,FBgn0034814
727267,FBgn0034816
408925,FBgn0034817
724301,FBgn0034821
725689,FBgn0034854
413894,FBgn0034856
727030,FBgn0028497
726841,FBgn0034859
102653857,FBgn0034869
409010,FBgn0261786
413053,FBgn0034876
726042,FBgn0034877
551806,FBgn0034883
726221,FBgn0034902
410205,FBgn0034908
413378,FBgn0028411
411181,FBgn0034911
113218709,FBgn0003401
414042,FBgn0034914
726720,FBgn0021895
102656215,FBgn0034919
100576498,FBgn0034920
408416,FBgn0034921
408752,FBgn0262619
551114,FBgn0034925
410771,FBgn0034931
411603,FBgn0034933
412323,FBgn0034936
410617,FBgn0034938
412584,FBgn0034939
725740,FBgn0034940
100576934,FBgn0034942
410687,FBgn0034943
113219252,FBgn0034945
411942,FBgn0002791
724843,FBgn0034948
409525,FBgn0034951
724578,FBgn0034956
551802,FBgn0034957
724932,FBgn0034959
552434,FBgn0034963
411469,FBgn0034964
409270,FBgn0034971
413247,FBgn0034972
413753,FBgn0034976
410005,FBgn0041706
726896,FBgn0034978
724151,FBgn0021875
725320,FBgn0034982
725409,FBgn0034988
413096,FBgn0034989
100578349,FBgn0050419
100576121,FBgn0050418
408920,FBgn0034999
100577118,FBgn0035010
726870,FBgn0035021
408345,FBgn0035024
100577302,FBgn0035025
551207,FBgn0035026
413544,FBgn0035027
100576608,FBgn0069913
727418,FBgn0035031
727303,FBgn0035035
552650,FBgn0259707
408866,FBgn0035039
100578957,FBgn0035041
552112,FBgn0260456
408317,FBgn0035056
413345,FBgn0035057
408990,FBgn0035059
727227,FBgn0035060
409098,FBgn0086908
552025,FBgn0035064
724206,FBgn0035073
726423,FBgn0060296
550955,FBgn0035082
100578360,FBgn0027599
102654783,FBgn0035087
100577661,FBgn0035088
100577694,FBgn0035092
726434,FBgn0035099
409298,FBgn0035102
725406,FBgn0027587
552355,FBgn0035111
552810,FBgn0035113
408342,FBgn0024806
552259,FBgn0035121
413660,FBgn0052344
113219244,FBgn0035134
552527,FBgn0265574
726304,FBgn0035140
100576293,FBgn0035144
552794,FBgn0035145
552489,FBgn0035146
726955,FBgn0016715
411633,FBgn0035147
551654,FBgn0035148
412870,FBgn0035149
726862,FBgn0035150
409162,FBgn0035154
725856,FBgn0035155
551363,FBgn0260862
410556,FBgn0260755
725045,FBgn0035164
726394,FBgn0035168
552143,FBgn0035169
412813,FBgn0035170
725015,FBgn0035173
411200,FBgn0035187
411385,FBgn0035189
410506,FBgn0264272
413106,FBgn0035192
412072,FBgn0035194
411013,FBgn0283500
412728,FBgn0262937
551395,FBgn0035203
552487,FBgn0035211
551872,FBgn0010786
100577644,FBgn0029514
552401,FBgn0011204
724218,FBgn0259985
409846,FBgn0000239
410566,FBgn0010497
551461,FBgn0040507
409517,FBgn0250848
408614,FBgn0041707
408981,FBgn0028550
551694,FBgn0035228
724262,FBgn0035233
412643,FBgn0035237
410017,FBgn0035243
102655111,FBgn0035248
725042,FBgn0035249
551755,FBgn0025712
727354,FBgn0035251
551171,FBgn0035252
551293,FBgn0035254
102656792,FBgn0035255
100576290,FBgn0035256
411338,FBgn0035264
408820,FBgn0035268
725330,FBgn0027903
552155,FBgn0035271
413989,FBgn0035272
100577189,FBgn0035281
413914,FBgn0035287
102655824,FBgn0261723
113218569,FBgn0035293
412412,FBgn0035294
100576864,FBgn0035295
408774,FBgn0265988
409157,FBgn0035298
409371,FBgn0035317
412928,FBgn0035318
413854,FBgn0015360
727134,FBgn0000543
413380,FBgn0035328
552378,FBgn0035333
410120,FBgn0035334
100576775,FBgn0035336
100576226,FBgn0035337
100576876,FBgn0266696
408299,FBgn0035348
107964507,FBgn0035356
726436,FBgn0027082
408520,FBgn0035370
551762,FBgn0035371
408327,FBgn0035372
726497,FBgn0044452
412878,FBgn0263392
725541,FBgn0035379
411473,FBgn0035383
724602,FBgn0035385
411349,FBgn0052484
408989,FBgn0035392
413103,FBgn0266918
413481,FBgn0035398
552258,FBgn0035400
551972,FBgn0035401
552324,FBgn0035402
411411,FBgn0266582
100577561,FBgn0035407
100576411,FBgn0035414
408713,FBgn0035415
726633,FBgn0035416
552502,FBgn0035420
412170,FBgn0035421
102654691,FBgn0035423
100576152,FBgn0035429
100577362,FBgn0035430
102655948,FBgn0035435
100577680,FBgn0035439
409369,FBgn0035444
724550,FBgn0035445
727001,FBgn0035449
725079,FBgn0259224
551745,FBgn0035462
724365,FBgn0035469
552623,FBgn0035470
725146,FBgn0035471
410290,FBgn0041147
725459,FBgn0035475
725799,FBgn0035477
409648,FBgn0035480
409295,FBgn0035483
552310,FBgn0263832
727578,FBgn0035490
725102,FBgn0035491
413052,FBgn0028484
408572,FBgn0035499
551535,FBgn0261274
100577239,FBgn0035504
102654970,FBgn0035505
727204,FBgn0035511
552350,FBgn0035513
726443,FBgn0035517
726904,FBgn0035518
411908,FBgn0035519
551832,FBgn0035520
552329,FBgn0035523
412116,FBgn0035526
413746,FBgn0035529
100578697,FBgn0035532
102653614,FBgn0035537
413040,FBgn0035538
100577923,FBgn0035541
725078,FBgn0035543
724947,FBgn0035558
411503,FBgn0015805
102654111,FBgn0035575
552532,FBgn0027085
414043,FBgn0035577
412230,FBgn0035581
724768,FBgn0035583
551604,FBgn0028699
724240,FBgn0263831
551499,FBgn0035586
412304,FBgn0035588
409272,FBgn0035590
102655127,FBgn0035591
724802,FBgn0035592
552263,FBgn0035593
413605,FBgn0035600
409920,FBgn0035601
412913,FBgn0260856
102656136,FBgn0035603
412570,FBgn0035610
551516,FBgn0010894
107965085,FBgn0040239
551549,FBgn0035622
725186,FBgn0035624
408295,FBgn0035625
409854,FBgn0035626
552104,FBgn0035632
552647,FBgn0086694
102656337,FBgn0035640
724891,FBgn0035644
411811,FBgn0035649
113219370,FBgn0259164
412457,FBgn0035674
725641,FBgn0035675
552040,FBgn0035676
552086,FBgn0035679
102656356,FBgn0035687
107964950,FBgn0035692
725408,FBgn0261801
412629,FBgn0035703
409620,FBgn0035704
102655814,FBgn0035711
413196,FBgn0035714
726768,FBgn0035720
726341,FBgn0035722
552238,FBgn0035724
411889,FBgn0035726
409966,FBgn0035733
724777,FBgn0035736
100578937,FBgn0261111
102654426,FBgn0035753
724516,FBgn0028648
409522,FBgn0012058
413520,FBgn0035754
725577,FBgn0035755
408914,FBgn0035756
413051,FBgn0035760
551741,FBgn0035761
552312,FBgn0035762
408634,FBgn0035763
552144,FBgn0035767
100576586,FBgn0035769
412505,FBgn0035771
412697,FBgn0052380
551327,FBgn0035779
100576182,FBgn0035788
409463,FBgn0035799
725040,FBgn0035805
408567,FBgn0035811
724663,FBgn0035812
552246,FBgn0035825
725743,FBgn0035827
726370,FBgn0041156
408433,FBgn0027554
552336,FBgn0035830
727419,FBgn0035831
411903,FBgn0035833
724666,FBgn0035839
724475,FBgn0002899
410234,FBgn0035848
408458,FBgn0035851
409225,FBgn0035853
100578266,FBgn0035854
409312,FBgn0027569
726990,FBgn0035865
551034,FBgn0035866
410121,FBgn0035867
726417,FBgn0087039
552282,FBgn0035871
102655950,FBgn0035876
409639,FBgn0035877
410282,FBgn0035880
408329,FBgn0035888
727298,FBgn0265102
551576,FBgn0266667
411982,FBgn0020224
100577418,FBgn0035896
413955,FBgn0262719
727272,FBgn0035900
102654640,FBgn0035901
727269,FBgn0035903
552118,FBgn0035904
408288,FBgn0035911
411195,FBgn0017430
408604,FBgn0035916
726668,FBgn0035917
552763,FBgn0035918
409664,FBgn0035923
727313,FBgn0035928
551372,FBgn0035941
552776,FBgn0035947
725973,FBgn0035949
550901,FBgn0035951
725050,FBgn0035952
725011,FBgn0035960
727156,FBgn0035965
411482,FBgn0035980
408294,FBgn0035981
725067,FBgn0035983
551747,FBgn0035986
412710,FBgn0260859
725757,FBgn0035993
726833,FBgn0035995
724923,FBgn0035998
102655796,FBgn0035999
410295,FBgn0036000
409252,FBgn0036004
726708,FBgn0036005
107965774,FBgn0052037
413000,FBgn0036007
102654555,FBgn0036008
102656397,FBgn0036014
552231,FBgn0036018
410665,FBgn0036028
551448,FBgn0036030
724737,FBgn0036032
413831,FBgn0040475
724922,FBgn0036036
413351,FBgn0036038
552443,FBgn0036039
726057,FBgn0044050
552483,FBgn0036052
726788,FBgn0036063
727375,FBgn0036096
552023,FBgn0036099
413014,FBgn0047038
551822,FBgn0036104
552047,FBgn0036105
552791,FBgn0036107
724624,FBgn0036110
409721,FBgn0036117
102656131,FBgn0036118
100576848,FBgn0052075
100576765,FBgn0036121
100578014,FBgn0036124
550745,FBgn0261112
410618,FBgn0036133
409056,FBgn0260795
552561,FBgn0036143
678510,FBgn0036145
726411,FBgn0036146
411182,FBgn0061469
727346,FBgn0036150
100578936,FBgn0036157
412394,FBgn0285958
408876,FBgn0259481
726653,FBgn0036173
551968,FBgn0086254
411947,FBgn0036184
411191,FBgn0036188
724688,FBgn0036192
725496,FBgn0261381
100576174,FBgn0036198
725705,FBgn0036204
100576885,FBgn0036206
725211,FBgn0036207
411916,FBgn0036208
411448,FBgn0036210
413189,FBgn0036211
413868,FBgn0036213
724507,FBgn0036214
113218665,FBgn0036219
100576248,FBgn0036227
552711,FBgn0036235
107964212,FBgn0036236
100577816,FBgn0026432
551045,FBgn0036239
410206,FBgn0046296
724948,FBgn0036254
113219359,FBgn0036255
552056,FBgn0036258
551778,FBgn0036259
727237,FBgn0027843
408650,FBgn0036262
725830,FBgn0036263
725252,FBgn0036266
413708,FBgn0036271
409136,FBgn0036273
725142,FBgn0036277
409042,FBgn0036278
551753,FBgn0052104
727261,FBgn0036286
551703,FBgn0036289
726308,FBgn0036291
411793,FBgn0036292
410992,FBgn0264848
552646,FBgn0020388
725539,FBgn0036298
550926,FBgn0036300
551907,FBgn0036301
410782,FBgn0036309
552571,FBgn0260945
552334,FBgn0036314
726080,FBgn0260965
412959,FBgn0036333
552531,FBgn0036334
726380,FBgn0036336
408441,FBgn0036337
100578988,FBgn0266709
725155,FBgn0036340
113218623,FBgn0036342
724561,FBgn0086916
100576179,FBgn0036348
552037,FBgn0036354
552405,FBgn0036356
412495,FBgn0260049
550964,FBgn0036368
100578953,FBgn0036369
409548,FBgn0036372
410031,FBgn0036374
412076,FBgn0086785
725775,FBgn0036377
408817,FBgn0036381
552172,FBgn0036386
409674,FBgn0036391
100577280,FBgn0036398
413336,FBgn0036402
726381,FBgn0283503
413245,FBgn0036405
726150,FBgn0036411
726180,FBgn0042630
100577682,FBgn0036433
113219006,FBgn0036436
102655282,FBgn0036437
412423,FBgn0036446
551449,FBgn0036448
724775,FBgn0036450
410350,FBgn0036460
408485,FBgn0036463
100577742,FBgn0036476
100577377,FBgn0036479
725707,FBgn0036480
552790,FBgn0036484
100578168,FBgn0036485
408815,FBgn0036486
410907,FBgn0036487
727012,FBgn0036488
410338,FBgn0036489
411024,FBgn0036500
409141,FBgn0036501
551509,FBgn0026738
409645,FBgn0036502
408324,FBgn0036509
550726,FBgn0036510
409193,FBgn0267390
413447,FBgn0036512
412010,FBgn0261109
413758,FBgn0036514
410223,FBgn0036519
100578417,FBgn0036520
551483,FBgn0261722
724306,FBgn0036536
726408,FBgn0036538
409614,FBgn0036545
411585,FBgn0283649
551530,FBgn0263599
726828,FBgn0036549
726463,FBgn0036551
551591,FBgn0036556
550708,FBgn0263601
552236,FBgn0263602
726997,FBgn0036565
726483,FBgn0036569
551270,FBgn0036570
725612,FBgn0036571
113218829,FBgn0266724
724654,FBgn0036575
724542,FBgn0263605
726237,FBgn0036579
551586,FBgn0036580
552403,FBgn0036581
102655815,FBgn0036583
408494,FBgn0036612
726416,FBgn0036614
411654,FBgn0283681
411570,FBgn0266417
100576341,FBgn0036618
552497,FBgn0036621
411707,FBgn0036629
413909,FBgn0027080
552838,FBgn0028693
552671,FBgn0250814
100576185,FBgn0027500
100577727,FBgn0025558
550981,FBgn0040512
726591,FBgn0036652
411978,FBgn0036659
409940,FBgn0036660
408304,FBgn0021768
100578943,FBgn0036667
413176,FBgn0036668
412249,FBgn0036671
409702,FBgn0036684
414048,FBgn0036686
726219,FBgn0036687
412286,FBgn0036691
552780,FBgn0036696
552331,FBgn0036697
726869,FBgn0036710
413524,FBgn0266669
102654726,FBgn0036725
725253,FBgn0036726
726747,FBgn0036728
100577409,FBgn0036732
409689,FBgn0036733
409092,FBgn0036735
408939,FBgn0036740
724237,FBgn0036742
410663,FBgn0036745
408676,FBgn0036746
408600,FBgn0052190
724538,FBgn0036754
410860,FBgn0036756
100578352,FBgn0261401
410071,FBgn0036760
412348,FBgn0036761
551039,FBgn0036762
411305,FBgn0036763
725394,FBgn0036770
551480,FBgn0036771
725625,FBgn0036773
552353,FBgn0036775
100578730,FBgn0036780
100576284,FBgn0036781
412883,FBgn0036789
725798,FBgn0259791
727512,FBgn0036805
552719,FBgn0036811
552315,FBgn0036813
408374,FBgn0036814
551978,FBgn0036819
727309,FBgn0036820
409712,FBgn0036824
408515,FBgn0036825
724875,FBgn0036827
551493,FBgn0036828
726019,FBgn0036829
100578664,FBgn0036834
413087,FBgn0036838
550915,FBgn0036843
411820,FBgn0036844
113219230,FBgn0036847
550956,FBgn0036848
726460,FBgn0036849
551751,FBgn0036850
408364,FBgn0036851
725201,FBgn0036853
551131,FBgn0017578
726163,FBgn0036856
411140,FBgn0036857
409596,FBgn0036859
725750,FBgn0036860
100578066,FBgn0036862
727174,FBgn0036886
551126,FBgn0036887
413652,FBgn0036888
724247,FBgn0036889
726126,FBgn0036891
409459,FBgn0036892
100578188,FBgn0036893
412104,FBgn0260655
113219004,FBgn0036897
410583,FBgn0022774
551894,FBgn0262516
726100,FBgn0036908
551223,FBgn0036910
552031,FBgn0262519
409928,FBgn0014037
408606,FBgn0036915
551097,FBgn0036916
409475,FBgn0028695
552807,FBgn0036918
409571,FBgn0036919
726364,FBgn0036920
409741,FBgn0036921
726283,FBgn0036926
413845,FBgn0036928
411157,FBgn0261574
725789,FBgn0036932
100578170,FBgn0036935
551704,FBgn0036937
412515,FBgn0036939
726522,FBgn0036942
551433,FBgn0052227
552828,FBgn0036964
410855,FBgn0036973
408509,FBgn0036975
411491,FBgn0024887
551796,FBgn0036984
552568,FBgn0036988
725128,FBgn0036993
724152,FBgn0036994
726248,FBgn0036995
410432,FBgn0036997
551866,FBgn0037001
409667,FBgn0037007
410339,FBgn0037008
552268,FBgn0037009
410516,FBgn0037011
100576591,FBgn0037014
107964903,FBgn0037017
102655097,FBgn0037018
725764,FBgn0037019
552256,FBgn0037020
551754,FBgn0037021
412596,FBgn0037022
100576336,FBgn0037023
552568,FBgn0037024
410357,FBgn0037026
409395,FBgn0037027
725224,FBgn0037028
412714,FBgn0259243
726063,FBgn0037031
551463,FBgn0037044
727048,FBgn0037045
725299,FBgn0037046
409351,FBgn0037050
413209,FBgn0037051
724794,FBgn0037061
408741,FBgn0086913
551781,FBgn0037073
550854,FBgn0037087
410844,FBgn0037092
550739,FBgn0026371
725669,FBgn0037102
410893,FBgn0261953
412293,FBgn0037105
552533,FBgn0037108
413195,FBgn0037116
102655904,FBgn0037121
726803,FBgn0037126
552764,FBgn0037135
726583,FBgn0037141
724591,FBgn0037142
408302,FBgn0037144
412948,FBgn0037146
411939,FBgn0028500
100577976,FBgn0037156
412021,FBgn0037162
724264,FBgn0037172
413916,FBgn0037185
100576186,FBgn0037186
724357,FBgn0010830
412801,FBgn0037188
412349,FBgn0037199
726212,FBgn0037200
411526,FBgn0037202
100576436,FBgn0037205
409334,FBgn0037215
727293,FBgn0261436
411538,FBgn0037220
410607,FBgn0037231
551613,FBgn0037232
412965,FBgn0261086
100578159,FBgn0027866
724235,FBgn0037235
725169,FBgn0037240
412351,FBgn0037241
552063,FBgn0037242
411795,FBgn0086605
412259,FBgn0037244
412407,FBgn0263594
724798,FBgn0037250
726239,FBgn0037251
409594,FBgn0037252
102656132,FBgn0037263
551558,FBgn0263346
413145,FBgn0037270
552621,FBgn0010750
100578355,FBgn0037275
551495,FBgn0037280
726981,FBgn0037288
412767,FBgn0250839
412768,FBgn0037290
726983,FBgn0037293
413244,FBgn0037297
724720,FBgn0037299
552848,FBgn0037301
409816,FBgn0087005
408851,FBgn0260462
411809,FBgn0037305
413929,FBgn0264785
551844,FBgn0037312
726164,FBgn0037313
410194,FBgn0086695
552847,FBgn0264712
725345,FBgn0037326
727396,FBgn0037327
409599,FBgn0037328
551321,FBgn0037330
409752,FBgn0037336
726638,FBgn0037338
102656291,FBgn0037340
408620,FBgn0037342
727274,FBgn0037344
724158,FBgn0037345
552745,FBgn0037347
100578429,FBgn0261004
551418,FBgn0037351
413655,FBgn0037356
413318,FBgn0027951
408982,FBgn0037358
413495,FBgn0037359
724214,FBgn0037360
410316,FBgn0010772
410157,FBgn0037364
107965250,FBgn0037368
413815,FBgn0037369
551667,FBgn0037370
552752,FBgn0037371
551424,FBgn0027497
552284,FBgn0037372
409880,FBgn0028690
726504,FBgn0037377
552102,FBgn0037378
725941,FBgn0037379
409647,FBgn0037382
552153,FBgn0037383
726612,FBgn0028436
725932,FBgn0026077
102655520,FBgn0037409
725660,FBgn0037411
725729,FBgn0027527
552558,FBgn0037414
107965608,FBgn0037415
725823,FBgn0037416
725988,FBgn0037419
408538,FBgn0040279
726155,FBgn0037427
726185,FBgn0037428
726229,FBgn0037430
414039,FBgn0261789
724635,FBgn0037435
102656008,FBgn0037436
724506,FBgn0037439
102654127,FBgn0037447
412923,FBgn0026565
412127,FBgn0026566
409397,FBgn0262801
724328,FBgn0037465
100579003,FBgn0037466
411483,FBgn0037467
550703,FBgn0037469
100577724,FBgn0037473
726658,FBgn0051248
552648,FBgn0037478
100576482,FBgn0011020
550978,FBgn0037481
551431,FBgn0037482
725755,FBgn0037489
725173,FBgn0037490
412070,FBgn0037491
411215,FBgn0037492
102654740,FBgn0037502
409189,FBgn0037506
409250,FBgn0037513
552307,FBgn0037526
552077,FBgn0037530
552134,FBgn0014930
552381,FBgn0037533
411202,FBgn0037537
551874,FBgn0037539
102656620,FBgn0037540
551414,FBgn0037543
102654159,FBgn0037544
412011,FBgn0037546
411450,FBgn0037549
412966,FBgn0037550
552448,FBgn0037551
100576619,FBgn0037556
102656093,FBgn0037561
725246,FBgn0037565
551237,FBgn0265351
551201,FBgn0265101
413173,FBgn0037569
409866,FBgn0037573
724350,FBgn0037574
552254,FBgn0037578
551384,FBgn0261108
726102,FBgn0037592
552518,FBgn0261929
725977,FBgn0037603
100578602,FBgn0086679
726801,FBgn0037606
550684,FBgn0037609
724700,FBgn0037610
552597,FBgn0037613
102656287,FBgn0037614
411237,FBgn0037622
408464,FBgn0037624
100577749,FBgn0037626
409204,FBgn0037627
550694,FBgn0037632
409130,FBgn0037637
409440,FBgn0037638
409671,FBgn0037644
724334,FBgn0037645
725877,FBgn0037646
724408,FBgn0037647
726946,FBgn0027503
412972,FBgn0037648
551296,FBgn0037652
552579,FBgn0026380
550689,FBgn0037653
726071,FBgn0037654
412377,FBgn0037657
410848,FBgn0037659
411392,FBgn0037660
410833,FBgn0037661
726562,FBgn0260935
552836,FBgn0037664
412996,FBgn0037665
552228,FBgn0037671
409117,FBgn0285911
408547,FBgn0037676
552523,FBgn0037684
551760,FBgn0037687
551163,FBgn0037689
413020,FBgn0037690
410393,FBgn0043791
551151,FBgn0037700
411969,FBgn0267790
408429,FBgn0000244
551707,FBgn0037707
410286,FBgn0037708
412548,FBgn0037709
408391,FBgn0024833
408891,FBgn0027950
551902,FBgn0037710
727031,FBgn0261049
724953,FBgn0037713
413186,FBgn0037714
412918,FBgn0037716
413441,FBgn0037718
725099,FBgn0037723
100576130,FBgn0012344
725479,FBgn0037726
552470,FBgn0037728
412782,FBgn0028997
413699,FBgn0037734
411078,FBgn0037736
409672,FBgn0037737
725733,FBgn0037739
724472,FBgn0037741
724431,FBgn0037743
551447,FBgn0037744
725478,FBgn0037747
412445,FBgn0037749
100577756,FBgn0037751
725901,FBgn0037754
411533,FBgn0037756
410987,FBgn0037757
411419,FBgn0037758
412059,FBgn0037760
724903,FBgn0037766
411458,FBgn0037770
726457,FBgn0037772
726437,FBgn0037773
551226,FBgn0027524
102653955,FBgn0037777
726530,FBgn0037778
726429,FBgn0037779
411797,FBgn0037780
727490,FBgn0037781
410606,FBgn0001321
552839,FBgn0037792
551765,FBgn0037796
410363,FBgn0261928
100577053,FBgn0037801
412846,FBgn0037802
410114,FBgn0037807
410238,FBgn0037809
100576972,FBgn0037814
552103,FBgn0037815
410388,FBgn0037816
408969,FBgn0037818
100577967,FBgn0037826
102655168,FBgn0037832
725362,FBgn0037834
551443,FBgn0037837
724974,FBgn0037838
551696,FBgn0037843
412431,FBgn0037846
